,Temperature,Humidity,Wind Speed,Precipitation (%),col6,Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility,Location,Weather Type
1686,26.4,53,38,13,26.0,clear,1024.19,12,Spring,7.6,inland,Sunny
1687,32.0,30,17,8,40.7,partly cloudy,1025.33,5,Summer,7.2,coastal,Sunny
1688,14.4,23,6,0,58.7,clear,1016.29,6,Autumn,8.2,mountain,Sunny
1689,1.1,77,44,75,41.7,partly cloudy,994.46,4,Winter,5.3,inland,Rainy
1690,4.9,63,98,72,34.8,overcast,1008.2,2,Winter,5.3,inland,Rainy
1691,26.3,45,22,18,54.0,clear,1018.12,6,Spring,8.3,mountain,Sunny
1692,12.9,84,16,97,105.6,partly cloudy,988.83,0,Spring,5.5,coastal,Rainy
1693,20.6,52,37,14,9.5,clear,1027.41,5,Spring,9.4,mountain,Sunny
1694,8.4,61,33,63,34.8,overcast,997.34,4,Winter,1.2,mountain,Rainy
1695,13.8,24,6,12,13.5,clear,1027.95,9,Spring,9.8,mountain,Sunny
1696,24.9,48,18,24,32.3,partly cloudy,1018.74,11,Summer,6.9,mountain,Sunny
1697,27.2,32,23,9,6.1,clear,1016.26,4,Spring,9.4,inland,Sunny
1698,8.9,75,90,62,33.2,overcast,989.17,2,Autumn,1.9,mountain,Rainy
1699,-2.7,91,13,43,59.5,overcast,1003.75,5,Winter,4.8,inland,Rainy
1700,35.9,31,37,11,16.9,clear,1034.37,10,Summer,7.0,coastal,Sunny
1701,36.4,22,37,24,57.6,partly cloudy,1010.94,10,Summer,8.1,inland,Sunny
1702,22.8,31,40,0,54.0,overcast,1021.39,8,Spring,7.1,inland,Sunny
1703,17.3,55,19,25,8.3,partly cloudy,1023.65,10,Spring,7.3,mountain,Sunny
1704,33.1,41,14,0,25.1,clear,1025.04,11,Summer,9.0,mountain,Sunny
1705,6.4,62,35,77,65.7,overcast,997.32,5,Spring,1.3,mountain,Rainy
1706,7.8,67,31,78,100.0,overcast,1003.62,2,Winter,1.6,inland,Rainy
1707,11.3,84,10,99,43.7,partly cloudy,1004.76,0,Spring,3.9,mountain,Rainy
1708,35.8,20,3,2,29.5,clear,1029.29,8,Summer,6.4,coastal,Sunny
1709,4.3,70,69,63,29.9,partly cloudy,996.09,4,Autumn,5.0,inland,Rainy
1710,13.0,52,37,16,32.5,partly cloudy,1018.31,5,Spring,7.0,mountain,Sunny
1711,5.7,64,46,55,59.7,overcast,999.14,3,Spring,4.9,inland,Rainy
1712,16.6,60,24,88,55.9,overcast,1007.4,4,Summer,1.4,mountain,Rainy
1713,3.9,55,26,16,38.5,partly cloudy,1032.03,9,Winter,7.7,coastal,Sunny
1714,7.8,64,14,46,30.9,overcast,996.5,0,Winter,4.0,inland,Rainy
1715,5.0,76,20,47,48.4,overcast,1005.04,5,Autumn,2.9,inland,Rainy
1716,24.1,64,27,77,85.8,overcast,1002.73,2,Summer,2.6,mountain,Rainy
1717,20.5,61,94,83,81.2,clear,993.88,2,Summer,1.5,inland,Rainy
1718,33.2,51,21,2,7.4,clear,1018.04,6,Summer,8.0,coastal,Sunny
1719,38.6,32,14,21,46.9,clear,1025.78,11,Summer,9.1,mountain,Sunny
1720,6.7,41,15,0,43.7,clear,1016.52,4,Winter,7.9,inland,Sunny
1721,25.0,27,15,1,49.8,overcast,1020.9,4,Summer,8.0,coastal,Sunny
1722,33.2,25,4,4,9.0,clear,1012.94,6,Summer,6.7,coastal,Sunny
1723,38.9,42,13,12,36.2,partly cloudy,1008.67,7,Summer,6.1,coastal,Sunny
1724,2.3,41,33,21,55.8,clear,1026.19,11,Winter,8.6,inland,Sunny
1725,4.9,61,30,41,57.4,overcast,1000.31,3,Autumn,5.4,inland,Rainy
1726,17.4,22,11,0,10.1,clear,1026.43,11,Spring,9.1,inland,Sunny
1727,14.8,61,95,64,49.4,overcast,996.91,3,Autumn,3.3,coastal,Rainy
1728,8.1,88,28,75,47.2,overcast,994.02,3,Winter,4.4,coastal,Rainy
1729,37.9,53,32,10,22.3,clear,1030.79,8,Summer,7.4,mountain,Sunny
1730,20.5,41,35,17,28.6,partly cloudy,1009.37,8,Spring,6.8,mountain,Sunny
1731,18.4,26,37,19,19.1,overcast,1026.59,13,Spring,6.9,coastal,Sunny
1732,16.8,27,31,0,41.4,clear,1018.8,10,Autumn,6.6,coastal,Sunny
1733,5.0,76,64,54,59.2,overcast,992.83,4,Winter,4.9,coastal,Rainy
1734,23.2,50,11,25,32.2,partly cloudy,1008.28,8,Spring,6.4,coastal,Sunny
1735,13.1,62,11,71,52.8,clear,996.06,3,Autumn,4.7,inland,Rainy
1736,13.0,39,30,10,11.2,clear,1017.13,13,Spring,9.4,inland,Sunny
1737,13.6,86,42,43,28.3,overcast,1008.07,3,Autumn,5.4,mountain,Rainy
1738,1.4,64,95,63,32.5,partly cloudy,1007.24,1,Winter,1.7,coastal,Rainy
1739,4.0,89,70,97,40.5,overcast,997.32,5,Winter,2.0,coastal,Rainy
1740,9.5,84,33,70,24.8,overcast,996.31,3,Autumn,1.7,coastal,Rainy
1741,0.5,72,36,80,27.7,overcast,1000.67,4,Winter,3.6,inland,Rainy
1742,10.5,78,99,94,28.9,overcast,995.09,4,Spring,4.2,coastal,Rainy
1743,5.8,77,95,96,44.7,overcast,1008.21,1,Winter,2.9,inland,Rainy
1744,7.3,24,14,15,49.9,clear,1009.35,13,Winter,7.6,coastal,Sunny
1745,28.1,29,2,10,50.8,clear,1027.48,8,Summer,8.0,mountain,Sunny
1746,36.5,42,4,10,31.8,partly cloudy,1015.68,4,Summer,7.5,coastal,Sunny
1747,4.6,85,102,70,66.0,overcast,1009.93,3,Winter,4.7,mountain,Rainy
1748,9.2,85,65,55,22.9,overcast,995.19,3,Autumn,4.4,coastal,Rainy
1749,1.2,60,24,97,72.8,overcast,1000.08,5,Winter,2.4,inland,Rainy
1750,10.2,49,7,12,50.3,partly cloudy,1024.0,7,Autumn,8.9,mountain,Sunny
1751,10.8,81,20,89,86.8,overcast,1006.57,1,Spring,1.8,inland,Rainy
1752,14.0,49,20,3,43.3,clear,1017.47,5,Spring,6.9,coastal,Sunny
1753,0.8,88,45,89,28.6,overcast,988.18,3,Winter,3.3,coastal,Rainy
1754,22.0,50,4,12,55.8,partly cloudy,1034.33,13,Autumn,9.0,mountain,Sunny
1755,35.4,45,13,15,23.7,clear,1013.55,9,Summer,7.4,inland,Sunny
1756,24.2,43,33,13,19.0,clear,1016.58,9,Spring,9.4,inland,Sunny
1757,13.3,26,16,15,25.6,clear,1030.94,8,Spring,7.4,coastal,Sunny
1758,-1.7,64,36,45,97.8,overcast,1004.44,2,Winter,4.8,inland,Rainy
1759,26.8,91,7,54,99.0,overcast,996.44,4,Summer,4.1,coastal,Rainy
1760,25.7,45,26,25,5.5,clear,1019.2,11,Spring,7.8,inland,Sunny
1761,24.7,90,34,90,51.4,overcast,1005.53,5,Summer,5.0,coastal,Rainy
1762,36.1,54,39,22,45.6,clear,1026.89,5,Summer,8.2,inland,Sunny
1763,9.1,80,55,49,66.5,overcast,991.79,3,Winter,2.4,mountain,Rainy
1764,12.5,23,15,8,20.7,partly cloudy,1025.05,8,Autumn,7.1,inland,Sunny
1765,20.7,63,32,91,23.2,overcast,995.8,3,Summer,2.9,inland,Rainy
1766,25.7,32,28,0,10.7,clear,1027.13,9,Summer,7.7,inland,Sunny
1767,4.8,70,16,69,99.1,overcast,1001.93,0,Winter,2.8,mountain,Rainy
1768,30.8,29,16,8,39.9,partly cloudy,1010.8,4,Summer,7.3,inland,Sunny
1769,0.2,83,69,87,72.9,overcast,998.17,1,Winter,1.3,inland,Rainy
1770,6.4,61,42,79,105.6,overcast,1008.24,3,Autumn,2.5,inland,Rainy
1771,15.5,94,39,66,73.9,overcast,1010.53,0,Autumn,4.0,coastal,Rainy
1772,13.5,69,86,85,64.9,overcast,1011.13,4,Spring,5.5,mountain,Rainy
1773,39.4,33,24,17,54.7,clear,1026.34,8,Summer,6.5,inland,Sunny
1774,0.1,74,40,60,68.5,overcast,997.95,1,Winter,1.4,coastal,Rainy
1775,4.7,85,55,87,39.4,overcast,1002.54,1,Winter,3.6,coastal,Rainy
1776,10.8,91,43,98,75.2,partly cloudy,1004.46,5,Spring,1.4,coastal,Rainy
1777,30.2,49,23,7,30.1,clear,1023.18,8,Summer,7.2,inland,Sunny
1778,28.2,81,32,42,89.2,overcast,1011.73,2,Summer,3.8,mountain,Rainy
1779,1.0,77,104,84,96.4,overcast,991.04,4,Winter,2.6,mountain,Rainy
1780,34.3,30,30,15,33.8,clear,1011.9,10,Summer,9.0,mountain,Sunny
1781,23.0,66,22,50,49.5,partly cloudy,988.33,4,Summer,3.6,mountain,Rainy
1782,-1.6,81,57,75,92.1,partly cloudy,1000.99,1,Winter,1.5,inland,Rainy
1783,1.2,95,18,77,89.5,clear,1001.82,3,Winter,1.8,inland,Rainy
1784,8.9,60,85,51,38.7,overcast,994.16,1,Winter,4.4,coastal,Rainy
1785,6.1,75,69,60,99.5,partly cloudy,991.87,4,Autumn,4.4,coastal,Rainy
1786,1.2,93,17,96,23.3,clear,1007.36,2,Winter,5.1,inland,Rainy
1787,27.2,34,24,3,38.9,partly cloudy,1027.24,4,Spring,7.5,inland,Sunny
1788,16.5,78,7,87,35.6,clear,1004.44,1,Spring,5.3,coastal,Rainy
1789,18.5,52,10,23,27.7,partly cloudy,1020.95,8,Spring,9.7,inland,Sunny
1790,12.4,22,37,11,10.0,clear,1026.73,8,Spring,8.4,mountain,Sunny
1791,19.5,62,99,78,68.2,overcast,1002.01,0,Summer,1.4,mountain,Rainy
1792,37.8,49,20,0,46.1,clear,1034.29,13,Summer,9.2,mountain,Sunny
1793,26.8,20,17,13,25.4,clear,1028.57,6,Summer,7.1,inland,Sunny
1794,7.0,86,56,67,35.5,overcast,989.53,1,Autumn,5.0,mountain,Rainy
1795,11.7,45,10,9,6.9,clear,1021.46,10,Autumn,7.4,inland,Sunny
1796,12.7,73,66,72,72.6,overcast,990.26,3,Autumn,3.5,inland,Rainy
1797,18.8,43,28,0,51.8,clear,1028.89,4,Spring,6.7,mountain,Sunny
1798,8.4,73,90,46,79.9,overcast,1004.65,5,Winter,5.1,inland,Rainy
1799,14.3,68,102,90,77.5,overcast,1008.43,4,Autumn,3.8,coastal,Rainy
1800,6.0,72,91,87,105.7,partly cloudy,992.54,5,Winter,3.5,coastal,Rainy
1801,13.2,65,17,52,37.2,overcast,998.97,2,Autumn,5.0,mountain,Rainy
1802,2.6,67,59,62,101.5,overcast,997.83,5,Winter,2.7,mountain,Rainy
1803,0.9,81,106,72,80.1,overcast,1002.87,1,Winter,1.1,coastal,Rainy
1804,12.4,27,20,7,16.1,partly cloudy,1011.95,12,Spring,6.2,inland,Sunny
1805,5.0,24,29,12,35.1,partly cloudy,1010.54,7,Winter,9.2,coastal,Sunny
1806,8.8,68,32,46,47.5,clear,1011.05,2,Winter,1.7,mountain,Rainy
1807,34.1,55,31,5,58.6,clear,1033.35,9,Summer,7.9,coastal,Sunny
1808,34.3,41,6,0,29.8,partly cloudy,1020.92,8,Summer,8.6,inland,Sunny
1809,17.9,78,9,76,27.1,overcast,1004.54,3,Summer,4.4,coastal,Rainy
1810,41.8,42,36,21,22.5,partly cloudy,1031.25,4,Summer,7.9,mountain,Sunny
1811,20.9,83,60,100,84.9,overcast,1000.85,0,Summer,4.6,mountain,Rainy
1812,2.2,48,30,2,45.5,clear,1032.45,8,Winter,8.3,inland,Sunny
1813,5.7,34,31,12,28.3,clear,1034.69,4,Winter,8.8,inland,Sunny
1814,22.7,49,39,0,13.3,overcast,1010.24,13,Spring,7.1,coastal,Sunny
1815,7.8,51,9,1,48.2,clear,1008.34,8,Winter,9.8,inland,Sunny
1816,6.4,81,49,78,62.4,overcast,999.65,4,Autumn,4.0,coastal,Rainy
1817,-1.9,60,30,40,74.5,overcast,996.74,4,Winter,3.1,mountain,Rainy
1818,8.1,86,18,98,92.1,overcast,993.5,2,Winter,2.4,coastal,Rainy
1819,10.5,66,38,80,101.9,overcast,998.92,2,Autumn,3.3,coastal,Rainy
1820,27.3,21,4,22,51.5,clear,1013.04,12,Spring,9.7,inland,Sunny
1821,16.1,85,35,58,33.6,overcast,997.94,4,Summer,2.5,inland,Rainy
1822,18.3,21,15,18,7.5,partly cloudy,1029.79,7,Autumn,6.2,inland,Sunny
1823,11.0,46,8,15,23.5,clear,1009.42,6,Winter,8.2,inland,Sunny
1824,7.9,88,29,70,41.3,overcast,991.46,1,Autumn,1.4,coastal,Rainy
1825,12.9,75,71,41,93.8,overcast,1001.23,0,Autumn,1.5,inland,Rainy
1826,33.3,38,39,5,30.2,clear,1015.85,5,Summer,6.9,mountain,Sunny
1827,41.8,42,36,3,36.6,clear,1019.96,13,Summer,6.1,mountain,Sunny
1828,8.1,23,7,20,32.2,clear,1023.34,13,Autumn,9.1,inland,Sunny
1829,8.7,74,97,96,44.3,overcast,1003.78,0,Spring,4.7,inland,Rainy
1830,10.5,32,38,23,6.5,partly cloudy,1033.81,7,Autumn,9.3,inland,Sunny
1831,7.9,85,32,95,43.0,overcast,1001.66,3,Autumn,1.0,coastal,Rainy
1832,26.0,28,20,25,44.4,partly cloudy,1021.61,8,Spring,7.9,mountain,Sunny
1833,5.8,69,51,89,49.4,overcast,990.63,0,Autumn,1.6,inland,Rainy
1834,5.2,84,45,83,46.6,overcast,1007.17,3,Winter,4.2,mountain,Rainy
1835,6.4,70,106,52,39.6,overcast,997.86,5,Autumn,5.1,mountain,Rainy
1836,26.7,26,39,9,5.7,clear,1023.42,11,Summer,7.2,inland,Sunny
1837,16.7,72,45,77,105.8,overcast,1002.93,5,Summer,3.5,coastal,Rainy
1838,5.5,52,31,13,32.2,clear,1027.68,9,Winter,7.4,mountain,Sunny
1839,3.8,70,38,95,40.6,partly cloudy,990.94,0,Winter,4.4,mountain,Rainy
1840,14.4,25,30,0,18.2,clear,1030.75,12,Spring,6.7,coastal,Sunny
1841,6.6,86,90,51,71.1,partly cloudy,1008.77,4,Autumn,3.5,inland,Rainy
1842,11.9,64,107,77,93.2,overcast,1010.39,0,Autumn,5.1,inland,Rainy
1843,23.6,55,39,4,14.0,clear,1033.64,13,Summer,9.2,mountain,Sunny
1844,-3.0,77,46,58,43.9,overcast,992.18,3,Winter,1.5,mountain,Rainy
1845,19.6,28,10,22,59.2,partly cloudy,1033.67,4,Autumn,9.9,coastal,Sunny
1846,19.9,43,9,6,17.2,partly cloudy,1009.78,12,Spring,8.2,mountain,Sunny
1847,13.6,52,28,0,48.3,clear,1026.9,4,Autumn,9.0,coastal,Sunny
1848,28.7,23,25,14,6.9,clear,1032.22,12,Summer,6.8,inland,Sunny
1849,20.7,64,91,53,85.1,overcast,995.59,2,Summer,2.1,mountain,Rainy
1850,38.4,38,18,16,10.4,partly cloudy,1034.36,12,Summer,7.6,coastal,Sunny
1851,31.2,44,16,14,32.3,clear,1022.45,4,Summer,7.8,coastal,Sunny
1852,9.3,42,7,24,8.9,clear,1033.47,5,Winter,7.9,coastal,Sunny
1853,23.1,41,17,9,19.3,partly cloudy,1015.74,13,Summer,8.1,coastal,Sunny
1854,27.7,39,33,20,16.0,clear,1016.37,8,Spring,6.9,inland,Sunny
1855,8.9,70,40,60,47.8,partly cloudy,1011.83,0,Autumn,3.3,mountain,Rainy
1856,9.9,27,37,25,23.7,clear,1026.38,9,Autumn,6.6,mountain,Sunny
1857,20.7,20,12,18,54.3,clear,1023.24,10,Spring,6.3,inland,Sunny
1858,12.7,26,21,3,29.1,partly cloudy,1023.15,10,Winter,7.2,coastal,Sunny
1859,9.5,95,68,93,25.4,partly cloudy,996.7,0,Winter,2.0,mountain,Rainy
1860,4.7,20,19,25,28.3,clear,1012.65,10,Winter,6.7,coastal,Sunny
1861,2.8,94,22,69,49.6,overcast,993.27,3,Winter,1.3,inland,Rainy
1862,20.9,20,25,23,39.9,clear,1020.45,10,Spring,9.2,inland,Sunny
1863,37.3,20,5,22,20.7,clear,1018.77,6,Summer,6.5,mountain,Sunny
1864,11.2,25,33,1,30.8,partly cloudy,1028.78,8,Winter,8.9,mountain,Sunny
1865,13.6,26,3,23,55.8,partly cloudy,1024.7,5,Winter,6.8,mountain,Sunny
1866,15.3,22,24,19,19.0,partly cloudy,1019.16,5,Spring,8.1,coastal,Sunny
1867,26.1,20,30,22,6.0,clear,1026.05,9,Spring,6.7,inland,Sunny
1868,37.8,51,33,5,59.9,partly cloudy,1026.84,8,Summer,7.0,mountain,Sunny
1869,11.1,94,82,62,80.3,overcast,997.16,0,Autumn,3.2,coastal,Rainy
1870,12.7,84,18,67,82.1,partly cloudy,994.88,4,Spring,3.7,mountain,Rainy
1871,16.9,39,7,16,6.5,clear,1027.26,13,Spring,9.5,inland,Sunny
1872,14.2,64,6,71,47.6,overcast,997.34,3,Autumn,2.2,mountain,Rainy
1873,4.6,91,27,43,55.0,overcast,1009.89,2,Winter,2.6,inland,Rainy
1874,3.1,79,58,78,76.5,overcast,1010.39,1,Winter,2.4,mountain,Rainy
1875,2.7,65,73,52,34.5,overcast,1005.85,2,Winter,2.8,mountain,Rainy
1876,39.3,43,22,22,11.9,clear,1023.04,13,Summer,9.4,mountain,Sunny
1877,20.7,44,38,14,53.5,partly cloudy,1017.46,10,Autumn,7.5,mountain,Sunny
1878,23.3,49,39,16,46.1,clear,1023.28,10,Spring,7.2,inland,Sunny
1879,22.1,21,24,5,31.3,partly cloudy,1019.98,9,Summer,8.4,coastal,Sunny
1880,26.5,60,39,63,79.8,overcast,990.51,2,Summer,4.9,inland,Rainy
1881,9.5,51,21,5,24.9,partly cloudy,1029.54,5,Autumn,8.4,coastal,Sunny
1882,42.7,53,23,15,50.6,clear,1023.06,7,Summer,8.2,mountain,Sunny
1883,3.7,81,61,73,32.7,partly cloudy,1006.65,3,Winter,5.5,mountain,Rainy
1884,10.7,62,98,85,28.9,overcast,995.61,3,Autumn,4.1,inland,Rainy
1885,5.0,44,3,4,34.4,clear,1017.2,7,Winter,7.9,inland,Sunny
1886,25.1,24,27,14,11.4,partly cloudy,1008.05,5,Summer,9.1,coastal,Sunny
1887,15.8,91,79,61,43.9,overcast,1001.31,0,Spring,5.3,mountain,Rainy
1888,31.0,34,34,8,9.8,partly cloudy,1031.19,4,Summer,8.9,mountain,Sunny
1889,26.7,61,23,90,33.2,overcast,1010.92,3,Summer,2.6,inland,Rainy
1890,2.9,74,28,54,65.0,overcast,989.39,5,Winter,5.1,coastal,Rainy
1891,40.2,24,30,3,57.5,clear,1011.13,5,Summer,8.8,mountain,Sunny
1892,9.1,23,33,4,13.0,clear,1031.81,7,Autumn,10.0,inland,Sunny
1893,28.9,41,17,4,5.8,clear,1018.5,13,Summer,9.7,coastal,Sunny
1894,17.2,73,42,99,29.4,overcast,1010.13,3,Summer,2.7,mountain,Rainy
1895,14.6,41,29,11,26.4,partly cloudy,1028.22,9,Autumn,8.2,inland,Sunny
1896,11.3,36,39,0,45.3,clear,1025.3,10,Winter,8.9,inland,Sunny
1897,13.9,75,15,59,73.7,overcast,1008.89,1,Autumn,1.3,mountain,Rainy
1898,13.2,36,22,21,14.1,clear,1025.91,10,Autumn,7.7,coastal,Sunny
1899,9.7,88,102,50,83.9,overcast,993.43,0,Winter,2.8,mountain,Rainy
1900,19.0,35,33,7,43.3,partly cloudy,1014.51,6,Spring,6.0,inland,Sunny
1901,12.1,51,10,19,20.6,clear,1016.01,7,Spring,7.9,mountain,Sunny
1902,4.0,80,56,69,89.6,overcast,1004.09,5,Winter,5.5,coastal,Rainy
1903,3.2,74,15,79,85.3,overcast,1002.09,1,Winter,2.1,inland,Rainy
1904,1.7,89,61,76,85.3,overcast,1000.3,2,Winter,5.2,mountain,Rainy
1905,0.5,67,79,78,45.0,overcast,996.79,4,Winter,1.2,inland,Rainy
1906,14.0,60,42,79,91.8,partly cloudy,997.51,1,Spring,1.5,inland,Rainy
1907,16.9,36,31,10,56.7,clear,1024.38,7,Spring,6.9,coastal,Sunny
1908,14.4,78,78,56,99.9,partly cloudy,996.03,1,Autumn,4.3,coastal,Rainy
1909,14.3,66,14,91,106.7,overcast,1007.12,1,Spring,3.3,mountain,Rainy
1910,29.7,46,31,8,55.1,clear,1030.81,4,Summer,8.5,mountain,Sunny
1911,24.6,29,21,12,46.3,partly cloudy,1031.18,12,Summer,8.5,mountain,Sunny
1912,35.3,22,25,12,39.9,overcast,1013.93,13,Summer,6.4,coastal,Sunny
1913,16.2,26,2,12,18.3,clear,1010.29,4,Spring,6.6,coastal,Sunny
1914,7.1,77,27,83,44.4,overcast,990.49,5,Spring,3.8,inland,Rainy
1915,4.3,81,68,63,75.2,clear,999.19,3,Winter,5.3,inland,Rainy
1916,-0.0,91,97,71,74.3,overcast,989.63,0,Winter,2.1,mountain,Rainy
1917,11.9,90,6,81,48.5,partly cloudy,994.27,1,Spring,2.3,inland,Rainy
1918,3.8,84,47,72,21.0,overcast,1004.5,5,Autumn,2.5,mountain,Rainy
1919,16.8,29,13,5,53.1,clear,1022.19,8,Autumn,6.5,coastal,Sunny
1920,14.8,27,34,9,44.1,overcast,1034.04,4,Spring,8.3,mountain,Sunny
1921,18.7,36,25,17,23.4,overcast,1014.83,8,Spring,8.4,mountain,Sunny
1922,13.0,90,74,81,28.2,clear,999.24,2,Autumn,2.7,mountain,Rainy
1923,6.3,30,11,12,42.0,clear,1014.27,11,Winter,7.3,coastal,Sunny
1924,13.7,52,37,3,33.6,clear,1023.6,12,Spring,6.2,inland,Sunny
1925,9.5,54,15,16,11.1,clear,1018.39,13,Autumn,7.4,mountain,Sunny
1926,9.8,82,51,63,78.8,partly cloudy,992.9,2,Autumn,3.3,coastal,Rainy
1927,18.5,20,19,14,24.0,partly cloudy,1015.21,6,Autumn,7.7,mountain,Sunny
1928,3.8,78,83,43,106.6,overcast,1005.25,1,Autumn,1.9,mountain,Rainy
1929,22.4,51,16,14,9.7,clear,1023.3,5,Spring,8.2,mountain,Sunny
1930,7.9,40,30,10,50.4,clear,1014.32,7,Winter,6.1,coastal,Sunny
1931,11.1,21,32,4,52.7,partly cloudy,1009.59,12,Winter,7.8,mountain,Sunny
1932,14.6,93,59,47,65.0,partly cloudy,989.58,3,Spring,1.7,coastal,Rainy
1933,28.0,44,1,17,30.9,partly cloudy,1018.34,12,Summer,9.3,coastal,Sunny
1934,11.3,20,20,5,18.3,partly cloudy,1034.53,6,Winter,8.4,mountain,Sunny
1935,41.2,23,28,18,57.6,clear,1022.43,13,Summer,9.8,mountain,Sunny
1936,4.3,30,37,0,9.5,partly cloudy,1025.59,12,Winter,6.9,inland,Sunny
1937,5.6,80,106,63,68.3,overcast,1004.24,3,Autumn,1.0,mountain,Rainy
1938,25.8,81,77,70,86.8,overcast,1006.81,2,Summer,5.3,mountain,Rainy
1939,12.6,33,4,14,45.4,partly cloudy,1020.49,12,Autumn,8.0,inland,Sunny
1940,8.8,50,18,12,57.2,clear,1027.97,12,Autumn,6.0,coastal,Sunny
1941,0.7,86,10,48,66.6,partly cloudy,995.29,1,Winter,2.9,coastal,Rainy
1942,12.3,42,18,13,39.9,clear,1024.67,12,Spring,7.4,inland,Sunny
1943,41.1,33,31,1,29.5,clear,1009.39,11,Summer,7.3,coastal,Sunny
1944,16.3,29,40,6,59.0,clear,1027.22,5,Spring,7.6,coastal,Sunny
1945,22.1,80,5,46,54.3,overcast,1004.69,2,Summer,4.4,inland,Rainy
1946,4.6,68,7,93,30.5,overcast,1005.74,1,Winter,1.6,inland,Rainy
1947,28.0,55,3,9,20.8,clear,1025.65,12,Spring,6.2,coastal,Sunny
1948,11.5,86,14,88,100.7,overcast,1005.84,2,Autumn,2.7,mountain,Rainy
1949,-0.5,74,105,46,60.0,overcast,999.13,4,Winter,2.6,mountain,Rainy
1950,1.7,95,33,56,45.9,overcast,989.88,2,Winter,3.4,mountain,Rainy
1951,15.5,72,15,71,84.6,overcast,1008.69,4,Autumn,2.4,coastal,Rainy
1952,22.0,32,38,10,20.5,clear,1026.94,8,Spring,9.6,mountain,Sunny
1953,16.7,34,20,6,20.2,clear,1011.73,8,Autumn,9.4,mountain,Sunny
1954,11.2,92,37,79,36.1,overcast,994.46,1,Autumn,4.5,inland,Rainy
1955,10.3,82,75,96,98.9,overcast,996.45,4,Autumn,1.8,coastal,Rainy
1956,39.5,35,22,25,38.3,clear,1022.23,6,Summer,6.4,inland,Sunny
1957,13.1,33,12,22,38.4,clear,1013.58,4,Winter,7.5,inland,Sunny
1958,3.4,84,74,85,71.5,overcast,1011.51,3,Autumn,4.7,coastal,Rainy
1959,5.5,92,101,70,99.6,overcast,992.27,4,Winter,5.3,coastal,Rainy
1960,8.5,77,61,67,37.9,overcast,999.96,3,Winter,5.5,coastal,Rainy
1961,20.7,21,30,8,21.7,clear,1023.77,11,Spring,7.9,inland,Sunny
1962,15.8,92,88,54,20.1,overcast,999.75,1,Spring,3.4,mountain,Rainy
1963,7.3,61,97,69,33.6,partly cloudy,1005.33,4,Spring,3.4,inland,Rainy
1964,-1.1,63,107,41,27.5,overcast,989.82,1,Winter,1.7,mountain,Rainy
1965,-1.1,91,33,95,43.8,partly cloudy,1010.61,2,Winter,4.7,inland,Rainy
1966,14.6,24,21,13,46.3,clear,1021.97,13,Autumn,6.2,mountain,Sunny
1967,16.6,75,85,52,51.8,partly cloudy,1006.41,4,Spring,4.4,coastal,Rainy
1968,14.1,40,3,2,5.6,clear,1019.4,10,Spring,6.5,inland,Sunny
1969,26.1,44,1,7,57.6,partly cloudy,1023.22,5,Spring,8.7,mountain,Sunny
1970,7.8,76,22,89,63.8,overcast,1003.26,0,Winter,3.2,inland,Rainy
1971,-1.5,69,40,73,92.8,partly cloudy,1010.53,3,Winter,4.9,inland,Rainy
1972,14.2,44,18,7,37.3,clear,1033.28,9,Autumn,9.9,mountain,Sunny
1973,11.1,54,11,3,50.4,clear,1032.28,9,Autumn,9.2,mountain,Sunny
1974,5.4,79,57,96,86.3,overcast,1007.8,3,Winter,3.7,coastal,Rainy
1975,19.5,23,25,5,24.5,clear,1020.5,13,Autumn,7.3,mountain,Sunny
1976,16.0,82,7,50,95.2,overcast,1005.12,0,Spring,5.0,mountain,Rainy
1977,20.6,48,6,20,6.4,clear,1022.21,8,Spring,9.5,coastal,Sunny
1978,-0.4,82,41,96,84.9,partly cloudy,1003.41,3,Winter,2.9,mountain,Rainy
1979,16.0,34,16,4,35.1,clear,1025.56,11,Spring,6.2,mountain,Sunny
1980,14.4,89,56,61,61.5,partly cloudy,1002.39,2,Autumn,1.6,inland,Rainy
1981,24.0,44,25,20,26.7,clear,1009.12,10,Summer,7.4,mountain,Sunny
1982,26.1,32,17,23,44.1,partly cloudy,1014.62,11,Spring,9.6,inland,Sunny
1983,39.9,41,40,23,16.5,partly cloudy,1022.67,10,Summer,7.4,coastal,Sunny
1984,8.6,87,78,98,36.7,partly cloudy,1004.29,2,Winter,5.1,inland,Rainy
1985,24.9,24,10,10,55.2,clear,1013.84,7,Summer,8.3,mountain,Sunny
1986,1.1,60,51,71,30.9,overcast,995.68,4,Winter,4.3,mountain,Rainy
1987,1.8,73,60,83,38.5,overcast,990.73,4,Winter,4.5,inland,Rainy
1988,38.9,20,6,4,32.5,clear,1019.69,12,Summer,8.2,coastal,Sunny
1989,3.8,73,73,76,97.8,overcast,1003.34,0,Winter,3.4,inland,Rainy
1990,32.7,29,3,12,46.5,clear,1025.25,12,Summer,6.2,coastal,Sunny
1991,9.4,37,22,16,13.9,clear,1030.83,8,Autumn,9.3,coastal,Sunny
1992,7.0,69,71,44,75.0,overcast,990.13,5,Winter,3.4,coastal,Rainy
1993,10.1,60,69,98,78.8,partly cloudy,997.31,2,Spring,4.7,inland,Rainy
1994,29.0,43,24,10,15.0,clear,1019.0,13,Summer,9.9,inland,Sunny
